Date,Open,High,Low,Close,Adj Close,Volume
2011-06-30,47.814285,48.018570,47.548573,47.952858,42.008095,80738700
2011-07-01,47.992859,49.071430,47.742859,49.037144,42.957966,108828300
2011-07-05,49.000000,49.975716,48.928570,49.918571,43.730106,88763500
2011-07-06,49.849998,50.585712,49.529999,50.251427,44.021709,111156500
2011-07-07,50.667141,51.142857,50.571430,51.028572,44.702518,99915900
2011-07-08,50.477142,51.428570,50.314285,51.387142,45.016636,122408300
2011-07-11,50.905716,51.395714,50.402859,50.571430,44.302036,110668600
2011-07-12,50.504284,51.097141,49.802856,50.535713,44.270752,112902300
2011-07-13,51.189999,51.428570,50.911430,51.145714,44.805130,97909700
2011-07-14,51.572857,51.658573,50.905716,51.110001,44.773846,107633400
2011-07-15,51.595715,52.142857,51.310001,52.131428,45.668648,121116800
2011-07-18,52.204285,53.521427,52.182858,53.400002,46.779953,143163300
2011-07-19,54.000000,54.092857,53.331429,53.835712,47.161648,204786400
2011-07-20,56.588570,56.610001,55.142857,55.271427,48.419365,235335100
2011-07-21,55.278572,55.722858,54.842857,55.327145,48.468197,131633600
2011-07-22,55.474285,56.435715,55.392857,56.185715,49.220314,129182200
2011-07-25,55.764286,57.142857,55.660000,56.928570,49.871086,147451500
2011-07-26,57.142857,57.785713,57.097141,57.630001,50.485561,119145600
2011-07-27,57.227142,57.520000,56.021427,56.084286,49.131458,164831100
2011-07-28,55.945713,56.712856,55.447144,55.974285,49.035114,148508500
2011-07-29,55.377144,56.450001,54.857143,55.782856,48.867397,158146100
2011-08-01,56.825714,57.071430,56.052856,56.678570,49.652069,153209000
2011-08-02,56.807144,56.842857,55.478573,55.558571,48.670925,159884900
2011-08-03,55.854286,56.221428,54.605713,56.081429,49.128960,183127000
2011-08-04,55.630001,55.902859,53.907143,53.910000,47.226719,217851900
2011-08-05,54.348572,54.785713,51.795715,53.374287,46.757420,301147700
2011-08-08,51.669998,52.538570,50.431427,50.458572,44.203182,285958400
