Date,Open,High,Low,Close,Adj Close,Volume
5/2/14,40.310001,40.34,39.66,39.689999,35.178062,43416600
5/5/14,39.52,39.639999,39.299999,39.43,34.947632,22460900
5/6/14,39.290001,39.349998,38.950001,39.060001,34.619694,27112400
5/7/14,39.220001,39.509998,38.509998,39.419998,34.938759,41744500
5/8/14,39.34,39.900002,38.970001,39.639999,35.133751,32120400
5/9/14,39.540001,39.849998,39.369999,39.540001,35.04512,29647600
5/12/14,39.740002,40.02,39.650002,39.970001,35.426235,22782600
5/13/14,39.919998,40.5,39.849998,40.419998,36.077816,27004800
5/14/14,40.299999,40.450001,40.049999,40.240002,35.917152,18818700
5/15/14,40.09,40.400002,39.509998,39.599998,35.345901,37793200
5/16/14,39.669998,39.84,39.27,39.830002,35.551193,29867100
5/19/14,39.610001,39.82,39.459999,39.75,35.47979,24537400
5/20/14,39.68,39.939999,39.459999,39.68,35.417309,21320900
5/21/14,39.799999,40.349998,39.740002,40.349998,36.015331,22398700
5/22/14,40.290001,40.349998,39.849998,40.099998,35.792187,20201800
5/23/14,40.369999,40.369999,40,40.119999,35.810043,18020000
5/27/14,40.259998,40.259998,39.810001,40.189999,35.872528,26160600
5/28/14,40.139999,40.189999,39.82,40.009998,35.711864,25711500
5/29/14,40.150002,40.349998,39.91,40.34,36.006409,19888200
5/30/14,40.450001,40.970001,40.25,40.939999,36.541954,34567600
6/2/14,40.950001,41.09,40.68,40.790001,36.40807,18504300
6/3/14,40.599998,40.68,40.25,40.290001,35.961777,18068900
6/4/14,40.209999,40.369999,39.860001,40.32,35.988556,23209000
6/5/14,40.59,41.25,40.400002,41.209999,36.782948,31865200
6/6/14,41.48,41.66,41.240002,41.48,37.023937,24060500
6/9/14,41.389999,41.48,41.02,41.27,36.836502,15019200
6/10/14,41.029999,41.16,40.860001,41.110001,36.693691,15117700
6/11/14,40.93,41.07,40.77,40.860001,36.470551,18040000
6/12/14,40.810001,40.880001,40.290001,40.580002,36.220631,29818900
6/13/14,41.099998,41.57,40.860001,41.23,36.8008,26310000
6/16/14,41.040001,41.610001,41.040001,41.5,37.041805,24205300
6/17/14,41.290001,41.91,40.34,41.68,37.202457,22518600
6/18/14,41.610001,41.740002,41.18,41.650002,37.17569,27097000
6/19/14,41.57,41.77,41.330002,41.509998,37.050716,19828200
6/20/14,41.450001,41.830002,41.380001,41.68,37.202457,47764900
6/23/14,41.73,42,41.689999,41.990002,37.479153,18743900
6/24/14,41.830002,41.939999,41.560001,41.75,37.264938,26509100
6/25/14,41.700001,42.049999,41.459999,42.029999,37.514858,20049100
6/26/14,41.93,41.939999,41.43,41.720001,37.238167,23604400
6/27/14,41.610001,42.290001,41.509998,42.25,37.711227,74640000
6/30/14,42.169998,42.209999,41.700001,41.700001,37.220306,30793100
7/1/14,41.860001,42.150002,41.689999,41.869999,37.372051,26917000
7/2/14,41.73,41.900002,41.529999,41.900002,37.398827,20208100
7/3/14,41.91,41.990002,41.560001,41.799999,37.30957,15969300
7/7/14,41.75,42.119999,41.709999,41.990002,37.479153,21952400
7/8/14,41.869999,42,41.610001,41.779999,37.291714,31218200
7/9/14,41.98,41.990002,41.529999,41.669998,37.193535,18445900
7/10/14,41.369999,42,41.049999,41.689999,37.21138,21854700
7/11/14,41.700001,42.09,41.48,42.09,37.568409,24083000
7/14/14,42.220001,42.450001,42.040001,42.139999,37.613037,21881100
7/15/14,42.330002,42.470001,42.029999,42.450001,37.88974,28748700
7/16/14,42.509998,44.310001,42.48,44.080002,39.344639,63318000
7/17/14,45.450001,45.709999,44.25,44.529999,39.746288,82180300
7/18/14,44.650002,44.84,44.25,44.689999,39.889099,43407500
7/21/14,44.560001,45.16,44.220001,44.84,40.022984,37604400
7/22/14,45,45.150002,44.59,44.830002,40.014069,43095800
7/23/14,45.450001,45.450001,44.619999,44.869999,40.049759,52362900
7/24/14,44.93,45,44.32,44.400002,39.630257,30725300
7/25/14,44.299999,44.66,44.299999,44.5,39.719521,26737700
7/28/14,44.360001,44.509998,43.93,43.970001,39.24646,29684200
7/29/14,43.91,44.09,43.639999,43.889999,39.175037,27763100
7/30/14,44.07,44.099998,43.290001,43.580002,38.89835,31921400
7/31/14,43.380001,43.689999,43.080002,43.16,38.523479,31537500
8/1/14,43.209999,43.25,42.599998,42.860001,38.255699,31170300
8/4/14,42.970001,43.470001,42.810001,43.369999,38.710911,34277400
8/5/14,43.310001,43.459999,42.830002,43.080002,38.452057,26266400
8/6/14,42.740002,43.169998,42.209999,42.740002,38.148594,24634000
8/7/14,42.84,43.450001,42.650002,43.23,38.585949,30314900
8/8/14,43.23,43.32,42.91,43.200001,38.559177,28942700
8/11/14,43.259998,43.450001,43.02,43.200001,38.559177,20351600
8/12/14,43.040001,43.59,43,43.52,38.844803,21431100
8/13/14,43.68,44.18,43.52,44.080002,39.344639,22889500
8/14/14,44.080002,44.419998,44.009998,44.27,39.514217,19313200
8/15/14,44.580002,44.900002,44.400002,44.790001,39.978359,41611300
8/18/14,44.939999,45.110001,44.68,45.110001,40.263988,26891100
8/19/14,44.970001,45.34,44.830002,45.330002,40.713062,28139500
8/20/14,45.34,45.400002,44.900002,44.950001,40.371761,24770500
8/21/14,44.84,45.25,44.830002,45.220001,40.614262,22285500
8/22/14,45.349998,45.470001,45.07,45.150002,40.551392,18294500
8/25/14,45.400002,45.439999,45.040001,45.169998,40.569347,16910000
8/26/14,45.310001,45.400002,44.939999,45.009998,40.425652,14873100
8/27/14,44.900002,45,44.759998,44.869999,40.299908,21287900
8/28/14,44.75,44.98,44.610001,44.880001,40.308887,17657600
8/29/14,45.09,45.439999,44.860001,45.43,40.802876,21607600
9/2/14,45.43,45.459999,44.849998,45.09,40.497501,22976800
9/3/14,44.529999,45.110001,44.529999,44.959999,40.380741,33684500
9/4/14,44.740002,45.27,44.720001,45.259998,40.650185,26475500
9/5/14,45.110001,45.93,45.110001,45.91,41.23399,36939400
9/8/14,46.02,46.799999,45.990002,46.470001,41.736946,45736700
9/9/14,46.470001,46.970001,46.419998,46.759998,41.997414,40302400
9/10/14,46.82,46.939999,46.279999,46.84,42.069256,27302400
9/11/14,46.740002,47,46.470001,47,42.212963,29216400
9/12/14,46.91,47.02,46.599998,46.700001,41.94352,38244700
9/15/14,46.540001,46.709999,46.099998,46.240002,41.53038,37667600
9/16/14,46.389999,46.849998,46.290001,46.759998,41.997414,27910600
9/17/14,46.259998,46.689999,46.23,46.52,41.781864,38311900
