5/1/14,4.12
6/1/14,4.14
7/1/14,4.12
8/1/14,4.1
9/1/14,4.2
10/1/14,3.98
11/1/14,3.97
12/1/14,3.87
1/1/15,3.66
2/1/15,3.8
3/1/15,3.69
4/1/15,3.68
5/1/15,3.87
